"cueanexo","cuise","nombre","departamento","municipio","sector","ambito","oferta","matricula"
"540146401","1462","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 62""","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","11"
"540146500","1463","ESC. ADULTOS Nº 63","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","74"
"540146500","1463","ESC. ADULTOS Nº 63","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","45"
"540146501","1463","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 63""","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","19"
"540146501","1463","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 63""","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","12"
"540146503","1463","Aula Sat. Nº 03: ""ESC. ADULTOS Nº 63""","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","24"
"540146600","9066","E.P.J.A. Itinerante Nº 9066","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","130"
"540146600","9066","E.P.J.A. Itinerante Nº 9066","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos - Primaria ","190"
"540146700","7001","INST. SUP. DE FORMACIÓN TÉCNICA PROFESIONAL","CAPITAL","POSADAS","Estatal","Urbano","Común - SNU ","119"
"540146800","1794","ESC. ESPECIAL Nº 40","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Especial - Primaria de 7 años ","29"
"540146900","1451","ESC. ADULTOS Nº 44","CANDELARIA","SANTA ANA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","197"
"540146900","1451","ESC. ADULTOS Nº 44","CANDELARIA","SANTA ANA","Estatal","Urbano","Adultos - Primaria ","86"
"540146901","1451","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 44""","CANDELARIA","SANTA ANA","Estatal","Urbano","Adultos - Primaria ","48"
"540147000","1457","ESC. ADULTOS Nº 57","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","72"
"540147000","1457","ESC. ADULTOS Nº 57","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos - Primaria ","54"
"540147001","1457","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 57""","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","17"
"540147001","1457","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 57""","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos - Primaria ","34"
"540147002","1457","Aula Sat. Nº 02: ""ESC. ADULTOS Nº 57""","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos - Primaria ","15"
"540147003","1457","Aula Sat. Nº 03: ""ESC. ADULTOS Nº 57""","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos - Primaria ","32"
"540147100","1455","ESC. ADULTOS Nº 53","OBERA","OBERA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","157"
"540147100","1455","ESC. ADULTOS Nº 53","OBERA","OBERA","Estatal","Urbano","Adultos - Primaria ","80"
"540147200","1798","ESC. ESPECIAL Nº 44: ""RAYITO DE SOL""","OBERA","OBERA","Estatal","Urbano","Especial - Primaria de 7 años ","24"
"540147300","0890","ESC. Nº 890","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","12"
"540147400","9055","E.P.J.A. Itinerante Nº 9055","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","85"
"540147400","9055","E.P.J.A. Itinerante Nº 9055","APOSTOLES","APOSTOLES","Estatal","Urbano","Adultos - Primaria ","103"
"540147500","9054","E.P.J.A. Itinerante Nº 9054","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","552"
"540147500","9054","E.P.J.A. Itinerante Nº 9054","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","107"
"540147501","9054","Aula Sat. Nº 01: ""E.P.J.A. Itinerante Nº 9054""","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","14"
"540147600","0893","ESC. Nº 893: ""MADRE TERESA DE CALCUTA""","CAPITAL","POSADAS","Estatal","Urbano","Común - Primaria de 7 años ","878"
"540147700","1448","ESC. ADULTOS Nº 48","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","289"
"540147700","1448","ESC. ADULTOS Nº 48","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","19"
"540147800","0891","ESC. Nº 891","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Jardín de infantes ","4"
"540147800","0891","ESC. Nº 891","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Primaria de 7 años ","25"
"540147900","1795","ESC. ESPECIAL Nº 41","25 DE MAYO","25 DE MAYO","Estatal","Urbano","Especial - Jardín maternal ","2"
"540147900","1795","ESC. ESPECIAL Nº 41","25 DE MAYO","25 DE MAYO","Estatal","Urbano","Especial - Primaria de 7 años ","18"
"540147902","1795","Aula Sat. Nº 02: ""ESC. ESPECIAL Nº 41""","25 DE MAYO","COLONIA AURORA","Estatal","Urbano","Especial - Jardín maternal ","4"
"540147902","1795","Aula Sat. Nº 02: ""ESC. ESPECIAL Nº 41""","25 DE MAYO","COLONIA AURORA","Estatal","Urbano","Especial - Primaria de 7 años ","3"
"540147903","1795","Aula Sat. Nº 03: ""ESC. ESPECIAL Nº 41""","25 DE MAYO","25 DE MAYO","Estatal","Rural Aglomerado","Especial - Primaria de 7 años ","5"
"540148000","1879","C.F.P. Nº 13: ""MIGUEL LANÚS"" (EX CET Nº1)","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","450"
"540148100","4022","E.P.E.T. Nº 22 (Ex Aula Sat. Nº 01: ""BACH. PEDAG. Nº 04(1830)"")","ELDORADO","SANTIAGO DE LINIERS","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","65"
"540148200","1894","B.O.P. Nº 93 (Ex C. Basico  Nº 09)","APOSTOLES","TRES CAPONES","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","83"
"540148300","1893","C.E.P. Nº 38","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos - Secundaria Completa","261"
"540148300","1893","C.E.P. Nº 38","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","155"
"540148400","1892","B.O.P. Nº 95 (Ex C. Basico  Nº 11)","CANDELARIA","LORETO","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","61"
"540148500","1881","C.E.P. Nº 36","CAPITAL","POSADAS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","356"
"540148600","1885","B.O.P. Nº 86 (Ex C. Basico  Nº 02)","CAPITAL","GARUPA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","422"
"540148700","1884","B.O.P. Nº 85 (Ex C. Basico  Nº 01)","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","156"
"540148700","1884","B.O.P. Nº 85 (Ex C. Basico  Nº 01)","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Secundaria Completa","166"
"540148700","1884","B.O.P. Nº 85 (Ex C. Basico  Nº 01)","CAPITAL","POSADAS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","371"
"540148701","1884","Aula Sat. Nº 01: ""B.O.P. Nº 85""","CAPITAL","POSADAS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","63"
"540148800","1886","B.O.P. Nº 88 (Ex C. Basico  Nº 04)","ELDORADO","ELDORADO","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","131"
"540148900","1882","B.O.P. Nº 89 (Ex C. Basico  Nº 05)","IGUAZU","PUERTO IGUAZU","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","395"
"540149000","1883","B.O.P. Nº 96 (Ex C. Basico  Nº 12)","GUARANI","SAN VICENTE","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","288"
"540149100","1887","B.O.P. Nº 94 (Ex C. Basico  Nº 10)","MONTECARLO","MONTECARLO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","300"
"540149200","1888","C.E.P. Nº 37 (Ex Aula Sat. ""I.E.A. Nº 02"")","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","103"
"540149300","1890","C.E.P. Nº 35","SAN IGNACIO","GENERAL URQUIZA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","109"
"540149400","4020","E.P.E.T. Nº 20","SAN PEDRO","SAN PEDRO","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","116"
"540149500","4021","E.P.E.T. Nº 21","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","311"
"540149600","4023","E.P.E.T. Nº 23","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","211"
"540149700","9067","E.P.J.A. Itinerante Nº 9067","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","111"
"540149700","9067","E.P.J.A. Itinerante Nº 9067","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos - Primaria ","111"
"540149800","1895","B.O.P. Nº 99 (Ex C. Basico  Nº 15)","MONTECARLO","PUERTO PIRAY","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","85"
"540149900","1889","B.O.P. Nº 92 (Ex C. Basico  Nº 08)","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","138"
"540150000","2509","C.E.P. Nº 39 (Ex Aula Sat. ""B.O.L.P. Nº 18"")","OBERA","GENERAL ALVEAR","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","107"
"540150100","2500","C.E.P. Nº 40 (Ex Aula Sat. Nº 03: ""I.E.A. Nº 02"")","SAN PEDRO","POZO AZUL","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","285"
"540150200","1899","C.E.P. Nº 42","LEANDRO N. ALEM","ALMAFUERTE","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","66"
"540150201","1899","Aula Sat. Nº 01: ""C.E.P. Nº 42""","LEANDRO N. ALEM","ALMAFUERTE","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","102"
"540150300","2501","C.E.P. Nº 43","LEANDRO N. ALEM","OLEGARIO V. ANDRADE","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","109"
"540150400","1898","B.O.P. Nº 100 (Ex C. Basico Nº 16)","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","232"
"540150500","1891","B.O.P. Nº 87 (Ex C. Básico  Nº 03)","IGUAZU","COLONIA WANDA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","316"
"540150600","2502","B.O.P. Nº 90 (Ex C. Basico  Nº 06)","LEANDRO N. ALEM","CAA YARI","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","57"
"540150700","1897","B.O.P. Nº 98 (Ex C. Basico  Nº 14)","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","326"
"540150800","1461","ESC. ADULTOS Nº 61 (Ex Aula Sat: ""ADUL Nº 03"")","ELDORADO","ELDORADO","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","75"
"540150800","1461","ESC. ADULTOS Nº 61 (Ex Aula Sat: ""ADUL Nº 03"")","ELDORADO","ELDORADO","Estatal","Urbano","Adultos - Primaria ","25"
"540150900","2508","B.O.P. Nº 102","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Adultos - Secundaria Completa","19"
"540150900","2508","B.O.P. Nº 102","CAPITAL","POSADAS","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","54"
"540151000","0894","ESC. Nº 894 (Ex Aula Sat. Nº 01: ""ESC. Nº 195"")","LEANDRO N. ALEM","GOBERNADOR LOPEZ","Estatal","Rural Disperso","Común - Primaria de 7 años ","156"
"540151100","0895","ESC. Nº 895 (Ex Aula Sat. ""ESC. Nº 105"")","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Primaria de 7 años ","242"
"540151200","0896","ESC. Nº 896 (Ex Aula Sat. Nº 02: ""ESC. Nº 735"")","ELDORADO","ELDORADO","Estatal","Urbano","Común - Primaria de 7 años ","213"
"540151300","1896","B.O.P. Nº 101 (Ex C. Basico Nº 17)","SAN IGNACIO","SANTO PIPO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","144"
"540151400","2503","B.O.P. Nº 97 (Ex C. Basico  Nº 13)","GUARANI","SAN VICENTE","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","312"
"540151500","2506","C.E.P. Nº 41 (Ex Aula Sat. Nº 02: ""B.O.L.P. Nº 03"")","OBERA","CAMPO VIERA","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","68"
"540151600","2505","C.E.P. Nº 44 (Ex Aula Sat. ""B.O.L.P. Nº 10"")","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","177"
"540151700","2507","C.E.P. Nº 45","LEANDRO N. ALEM","GOBERNADOR LOPEZ","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","127"
"540151800","1452","ESC. ADULTOS Nº 52","ELDORADO","ELDORADO","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","48"
"540151800","1452","ESC. ADULTOS Nº 52","ELDORADO","ELDORADO","Estatal","Urbano","Adultos - Primaria ","47"
"540151900","2504","I.TE.P. Nº 01","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Urbano","Común - SNU ","17"
"540151901","2504","Aula Sat. Nº 01: ""I.TE.P. Nº 01""","25 DE MAYO","25 DE MAYO","Estatal","Urbano","Común - SNU ","16"
"540152000","1467","ESC. ADULTOS Nº 67","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","351"
"540152000","1467","ESC. ADULTOS Nº 67","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","161"
"540152100","9062","E.P.J.A. Itinerante Nº 9062","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","191"
"540152100","9062","E.P.J.A. Itinerante Nº 9062","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Adultos - Primaria ","75"
"540152200","1844","ESC. ESPECIAL Nº 48 (Ex Aula Sat. ""Esc. Especial Nº 05"")","APOSTOLES","SAN JOSE","Estatal","Urbano","Especial - Educacion integral para adolescentes y jovenes","12"
"540152200","1844","ESC. ESPECIAL Nº 48 (Ex Aula Sat. ""Esc. Especial Nº 05"")","APOSTOLES","SAN JOSE","Estatal","Urbano","Especial - Primaria de 7 años ","7"
"540152300","1456","ESC. ADULTOS Nº 54","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","100"
"540152300","1456","ESC. ADULTOS Nº 54","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","29"
"540152400","2510","C.E.P. Nº 49","ELDORADO","ELDORADO","Estatal","Urbano","Adultos - Secundaria Completa","149"
"540152400","2510","C.E.P. Nº 49","ELDORADO","ELDORADO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","147"
"540152500","2511","C.E.P. Nº 47","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","79"
"540152600","4024","E.P.E.T. Nº 24 (Ex C.E.P. Nº 10)","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","103"
"540152601","4024","Aula Sat. Nº 01: ""E.P.E.T. Nº 24"" (C.F.P.) ","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Disperso","Adultos-Formación Profesional/Capacitación Laboral","152"
"540152700","1466","ESC. ADULTOS Nº 66","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Aglomerado","Adultos-Formación Profesional/Capacitación Laboral","101"
"540152700","1466","ESC. ADULTOS Nº 66","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural Aglomerado","Adultos - Primaria ","31"
"540152701","1466","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 66""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Urbano","Adultos - Primaria ","30"
"540152702","1466","Aula Sat. Nº 02: ""ESC. ADULTOS Nº 66""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Urbano","Adultos - Primaria ","23"
"540152703","1466","Aula Sat. Nº 03: ""ESC. ADULTOS Nº 66""","GENERAL MANUEL BELGRANO","CDTE. ANDRESITO","Estatal","Rural","Adultos - Primaria ","32"
"540152800","1468","ESC. ADULTOS Nº 68","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","241"
"540152800","1468","ESC. ADULTOS Nº 68","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","55"
"540153000","1465","ESC. ADULTOS Nº 65","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","116"
"540153200","0898","ESC. Nº 898 (Ex Aula Sat. Nº 01: ""ESC. 775"")","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Rural Disperso","Común - Primaria de 7 años ","30"
"540153300","0472","I.M.E.S.- INST. MISIONERO DE ESTUDIOS SUPERIORES","CAPITAL","POSADAS","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","1108"
"540153300","0472","I.M.E.S.- INST. MISIONERO DE ESTUDIOS SUPERIORES","CAPITAL","POSADAS","Privado","Urbano","Adultos - Secundaria Completa","173"
"540153300","0472","I.M.E.S.- INST. MISIONERO DE ESTUDIOS SUPERIORES","CAPITAL","POSADAS","Privado","Urbano","Común - SNU ","1125"
"540153400","1454","ESC. ADULTOS Nº 56","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","195"
"540153400","1454","ESC. ADULTOS Nº 56","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","42"
"540153402","1454","Aula Sat. Nº 02: ""ESC. ADULTOS Nº 56""","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","36"
"540153500","0897","ESC. Nº 897 (Ex Aula Sat. Nº 01: ""ESC. Nº 393"")","IGUAZU","PUERTO LIBERTAD","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","58"
"540153501","0897","Aula Sat. Nº 01:""ESC. Nº 897""","IGUAZU","COLONIA WANDA","Estatal","Rural Disperso","Común - Primaria de 7 años ","20"
"540153600","8001","ESC. INTERCULTURAL BILINGÜE Nº 02 (F.J.C.)","IGUAZU","PUERTO IGUAZU","Estatal","Urbano","Común - Primaria de 7 años ","372"
"540153700","0473","INST. ACADÉMICO ""DOCTOR BRANEMARK""","CAPITAL","POSADAS","Privado","Urbano","Común - SNU ","167"
"540153800","1314","INST. SUP. DE CONOCIMIENTOS ESTETICOS ""CAROLA B""","OBERA","OBERA","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","45"
"540153800","1314","INST. SUP. DE CONOCIMIENTOS ESTETICOS ""CAROLA B""","OBERA","OBERA","Privado","Urbano","Común - SNU ","100"
"540153900","2513","C.E.P. Nº 19 (Ex Aula Sat. Nº 02: ""B.O.L.P. Nº 16"")","OBERA","CAMPO RAMON","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","40"
"540154100","1658","I.TE.P. Nº 02","SAN IGNACIO","CORPUS","Estatal","Urbano","Común - SNU ","88"
"540154200","2515","C.E.P. Nº 46 (Ex Aula Sat. Nº 01: ""B.O.P. Nº 10"")","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","134"
"540154300","1464","ESC. ADULTOS Nº 64","OBERA","OBERA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","150"
"540154300","1464","ESC. ADULTOS Nº 64","OBERA","OBERA","Estatal","Urbano","Adultos - Primaria ","35"
"540154301","1464","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 64""","OBERA","OBERA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","39"
"540154302","1464","Aula Sat. Nº 02: ""ESC. ADULTOS Nº 64""","OBERA","OBERA","Estatal","Urbano","Adultos - Primaria ","14"
"540154303","1464","Aula Sat. Nº 03: ""ESC. ADULTOS Nº 64""","OBERA","OBERA","Estatal","Urbano","Adultos - Primaria ","14"
"540154304","1464","Aula Sat. Nº 04: ""ESC. ADULTOS Nº 64""","SAN JAVIER","SAN JAVIER","Estatal","Rural","Adultos - Primaria ","12"
"540154400","1962","C.E.F. Nº 02","CAPITAL","POSADAS","Estatal","Urbano","Común-Servicios Alternativos/Complementarios","1165"
"540154500","1469","ESC. ADULTOS Nº 69","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","259"
"540154500","1469","ESC. ADULTOS Nº 69","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","26"
"540154501","1469","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 69""","CAPITAL","POSADAS","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","23"
"540154501","1469","Aula Sat. Nº 01: ""ESC. ADULTOS Nº 69""","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Primaria ","13"
"540154600","1453","ESC. ADULTOS Nº 55","LIBERTADOR GENERAL SAN MARTIN","PUERTO RICO","Estatal","Urbano","Adultos - Primaria ","38"
"540154700","1115","CENTRO DE FORMACION ADOLFO KOLPING","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","118"
"540154700","1115","CENTRO DE FORMACION ADOLFO KOLPING","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Privado","Urbano","Adultos - Primaria ","24"
"540154800","0478","INST. ""UNIVERSO""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","13"
"540154800","0478","INST. ""UNIVERSO""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","159"
"540154800","0478","INST. ""UNIVERSO""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","169"
"540154900","0479","CENTRO EDUC. TERAP. DE MISIONES (CETIM)","CAPITAL","POSADAS","Privado","Urbano","Especial - Jardín de infantes ","13"
"540154900","0479","CENTRO EDUC. TERAP. DE MISIONES (CETIM)","CAPITAL","POSADAS","Privado","Urbano","Especial - Primaria de 7 años ","52"
"540155000","0480","INST. SUP. ""YABOTI""","CAPITAL","GARUPA","Privado","Urbano","Común - Jardín de infantes ","214"
"540155000","0480","INST. SUP. ""YABOTI""","CAPITAL","GARUPA","Privado","Urbano","Común - Primaria de 7 años ","155"
"540155000","0480","INST. SUP. ""YABOTI""","CAPITAL","GARUPA","Privado","Urbano","Común - Secundaria Completa req. 7 años ","216"
"540155000","0480","INST. SUP. ""YABOTI""","CAPITAL","GARUPA","Privado","Urbano","Común - SNU ","19"
"540155100","0481","INST. SUP. CRISTIANO ""DANIEL WARNER""","CAPITAL","POSADAS","Privado","Urbano","Común - SNU ","48"
"540155200","2517","B.O.P. Nº 104 (Ex C. Basico Nº 20)","SAN PEDRO","SAN PEDRO","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","219"
"540155300","2525","B.O.P. Nº 105 (Ex C. Basico Nº 21)","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","77"
"540155400","2521","C.E.P. Nº 55","MONTECARLO","CARAGUATAY","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","135"
"540155500","2514","C.E.P. Nº 51 (Ex Aula Sat. Nº 03: ""B.O.L.P. Nº 03"")","OBERA","COLONIA ALBERDI","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","60"
"540155600","0899","ESC. Nº 899 (Ex Aula Sat. Nº 01: ""Esc. Nº 307"")","IGUAZU","COLONIA WANDA","Estatal","Rural Disperso","Común - Primaria de 7 años ","32"
"540155601","0899","Aula Sat. Nº 01: ""ESC. Nº 899"" (Ex Aula Sat. Nº 02: ""ESC. Nº 393"")","IGUAZU","COLONIA WANDA","Estatal","Rural Disperso","Común - Jardín de infantes ","1"
"540155601","0899","Aula Sat. Nº 01: ""ESC. Nº 899"" (Ex Aula Sat. Nº 02: ""ESC. Nº 393"")","IGUAZU","COLONIA WANDA","Estatal","Rural Disperso","Común - Primaria de 7 años ","18"
"540155602","0899","Aula Sat. Nº 02: ""ESC. Nº 899""","IGUAZU","COLONIA WANDA","Estatal","Urbano","Común - Jardín de infantes ","4"
"540155602","0899","Aula Sat. Nº 02: ""ESC. Nº 899""","IGUAZU","COLONIA WANDA","Estatal","Urbano","Común - Primaria de 7 años ","11"
"540155603","0899","Aula Sat. Nº 03: ""ESC. Nº 899"" (Ex Aula Sat. Nº 01: ""ESC. Nº 362: ""PIONERO JUAN GRUBER"")","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Disperso","Común - Primaria de 7 años ","20"
"540155700","4025","E.P.E.T. Nº 25","CAINGUAS","CAMPO GRANDE","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","233"
"540155800","2528","B.O.P. Nº 107 (Ex C. Basico Nº 23)","CONCEPCION","SANTA MARIA","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","88"
"540155900","2518","C.E.P. Nº 53","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Secundaria Completa","180"
"540156000","2523","C.E.P. Nº 58","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Secundaria Completa","47"
"540156001","2523","Aula Sat. Nº 01: ""C.E.P. Nº 58""","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Secundaria Completa","56"
"540156100","2522","C.E.P. Nº 57","CAPITAL","POSADAS","Estatal","Urbano","Adultos - Secundaria Completa","143"
"540156100","2522","C.E.P. Nº 57","CAPITAL","POSADAS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","299"
"540156200","4026","E.P.E.T. Nº 26","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","154"
"540156300","2524","C.E.P. Nº 54","25 DE MAYO","ALBA POSSE","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","76"
"540156400","0477","INST. DE FORMACIÓN LABORAL ""BELÉN""","CAPITAL","GARUPA","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","103"
"540156500","2519","B.O.P. Nº 103 (Ex C. Basico Nº 19)","SAN IGNACIO","COLONIA POLANA","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","44"
"540156600","0901","ESC. Nº 901","APOSTOLES","TRES CAPONES","Estatal","Urbano","Común - Primaria de 7 años ","31"
"540156700","0474","INST. DE ESTUDIOS INTEGRADOS ""ESTEBAN LUGO""","CAPITAL","POSADAS","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","25"
"540156700","0474","INST. DE ESTUDIOS INTEGRADOS ""ESTEBAN LUGO""","CAPITAL","POSADAS","Privado","Urbano","Común - SNU ","259"
