cueanexo,nombre,oferta,año,matricula
540040800,B.O.P. Nº 43,Común - Secundaria Completa req. 7 años ,2021,71
540040900,"ESC. Nº 773: ""EDWIN BECKER""",Común - Primaria de 7 años ,2021,278
540041000,ESC. Nº 725,Común - Primaria de 7 años ,2021,357
540041100,"ESC. Nº 434: ""RICARDO LEVENNE""",Común - Jardín de infantes ,2021,20
540041100,"ESC. Nº 434: ""RICARDO LEVENNE""",Común - Primaria de 7 años ,2021,89
540041400,ESC. Nº 75,Común - Jardín de infantes ,2021,21
540041400,ESC. Nº 75,Común - Primaria de 7 años ,2021,50
540041600,"ESC. Nº 419: ""MARTÌN MIGUEL DE GÜEMES""",Común - Jardín de infantes ,2021,3
540041600,"ESC. Nº 419: ""MARTÌN MIGUEL DE GÜEMES""",Común - Primaria de 7 años ,2021,8
540041700,"ESC. Nº 465: ""TEODORO S. DE BUSTAMANTE""",Común - Jardín de infantes ,2021,6
540041700,"ESC. Nº 465: ""TEODORO S. DE BUSTAMANTE""",Común - Primaria de 7 años ,2021,27
540041800,"ESC. DE COMERCIO Nº 02: ""INDEPENDENCIA NACIONAL""",Adultos - Secundaria Completa,2021,87
540041800,"ESC. DE COMERCIO Nº 02: ""INDEPENDENCIA NACIONAL""",Común - Secundaria Completa req. 7 años ,2021,738
540041800,"ESC. DE COMERCIO Nº 02: ""INDEPENDENCIA NACIONAL""",Común - SNU ,2021,110
540041900,"INST. HNAS. CANOSSIANO ""NTRA. SRA. DE LA SALUD""",Común - Jardín de infantes ,2021,54
540041900,"INST. HNAS. CANOSSIANO ""NTRA. SRA. DE LA SALUD""",Común - Primaria de 7 años ,2021,274
540041900,"INST. HNAS. CANOSSIANO ""NTRA. SRA. DE LA SALUD""",Común - Secundaria Completa req. 7 años ,2021,197
540042000,"ESC. Nº 433: ""REP.DEL PARAGUAY""",Común - Jardín de infantes ,2021,20
540042000,"ESC. Nº 433: ""REP.DEL PARAGUAY""",Común - Primaria de 7 años ,2021,96
540042200,INST. ADVENTISTA OASIS,Común - Jardín de infantes ,2021,31
540042200,INST. ADVENTISTA OASIS,Común - Primaria de 7 años ,2021,108
540042300,"INST. INTERCULTURAL BILINGÜE ""TAJY POTY""",Adultos-Formación Profesional/Capacitación Laboral,2021,42
540042300,"INST. INTERCULTURAL BILINGÜE ""TAJY POTY""",Común - Secundaria Completa req. 7 años ,2021,127
540042400,ESC. Nº 743: SAGRADO CORAZON DE JESUS,Común - Primaria de 7 años ,2021,244
540042401,"Aula Sat. Nº 01: ""ESC. Nº 743""",Común - Primaria de 7 años ,2021,43
540042500,"ESC. Nº 454: ""CORONEL RUDECINDO ROCA""",Común - Jardín de infantes ,2021,14
540042500,"ESC. Nº 454: ""CORONEL RUDECINDO ROCA""",Común - Primaria de 7 años ,2021,30
540042600,"ESC. Nº 420: ""JUAN M. DE PUEYRREDON""",Común - Jardín de infantes ,2021,32
540042600,"ESC. Nº 420: ""JUAN M. DE PUEYRREDON""",Común - Primaria de 7 años ,2021,183
540042700,"ESC. Nº 180: ""JAVIER ALEJANDRO CARDOZO""",Común - Jardín de infantes ,2021,11
540042700,"ESC. Nº 180: ""JAVIER ALEJANDRO CARDOZO""",Común - Primaria de 7 años ,2021,33
540042701,"Aula Sat. Nº 01: ""ESC. Nº 180"" (Ex ""ESC. Nº 232"")",Común - Primaria de 7 años ,2021,5
540042800,"ESC. Nº 214: ""EUGENIO LAGIER""",Común - Primaria de 7 años ,2021,426
540042900,"ESC. Nº 230: ""LUIS GIMENEZ""",Común - Jardín de infantes ,2021,2
540042900,"ESC. Nº 230: ""LUIS GIMENEZ""",Común - Primaria de 7 años ,2021,21
540043100,ESC. Nº 260,Común - Primaria de 7 años ,2021,27
540043200,ESC. Nº 566,Común - Primaria de 7 años ,2021,22
540043300,"ESC. Nº 162: ""RIO PARANA""",Común - Jardín de infantes ,2021,5
540043300,"ESC. Nº 162: ""RIO PARANA""",Común - Primaria de 7 años ,2021,25
540043600,"ESC. Nº 333: ""SANTIAGO OBREGON""",Común - Primaria de 7 años ,2021,26
540043700,ESC. Nº 662,Común - Jardín de infantes ,2021,16
540043700,ESC. Nº 662,Común - Primaria de 7 años ,2021,68
540043900,ESC. Nº 251 COLONIA POLANA,Común - Jardín de infantes ,2021,7
540043900,ESC. Nº 251 COLONIA POLANA,Común - Primaria de 7 años ,2021,32
540043901,"Aula Sat. Nº 01: ""ESC. Nº 251"" (Ex ESC. Nº 188 ""PAULO VI"")",Común - Primaria de 7 años ,2021,17
540044000,"ESC. Nº 296: ""LUIS MARIA CHAMORRO BARREYRO""",Común - Primaria de 7 años ,2021,114
540044100,"ESC. Nº 141: ""DOMINGO BERRONDO""",Común - Primaria de 7 años ,2021,55
540044200,ESC. Nº 153,Común - Primaria de 7 años ,2021,66
540044400,B.O.P. Nº 18,Común - Secundaria Completa req. 7 años ,2021,154
540044500,"ESC. Nº 481: ""PROVINCIA DEL CHACO""",Común - Primaria de 7 años ,2021,30
540044600,"ESC. Nº 577: ""GENDARME ARGENTINO""",Común - Jardín de infantes ,2021,7
540044600,"ESC. Nº 577: ""GENDARME ARGENTINO""",Común - Primaria de 7 años ,2021,19
540044601,"Aula Sat. Nº 01: ""ESC. Nº 577""",Común - Jardín de infantes ,2021,3
540044601,"Aula Sat. Nº 01: ""ESC. Nº 577""",Común - Primaria de 7 años ,2021,22
540044700,"ESC. Nº 423: ""JUAN B. ALBERDI""",Común - Primaria de 7 años ,2021,94
540044800,ESC. Nº 309,Común - Primaria de 7 años ,2021,90
540044900,"ESC. Nº 637: ""PABLO AREGUATY"" (F.J.C) ",Común - Primaria de 7 años ,2021,48
540045000,ESC. Nº 103,Común - Primaria de 7 años ,2021,219
540045100,"ESC. Nº 273: ""DIEGO P. GOMEZ""",Común - Jardín de infantes ,2021,10
540045100,"ESC. Nº 273: ""DIEGO P. GOMEZ""",Común - Primaria de 7 años ,2021,100
540045200,B.O.P. Nº 06,Común - Secundaria Completa req. 7 años ,2021,230
540045300,"INST. ADULTOS ""PADRE ISIDRO GERBER""",Adultos-Formación Profesional/Capacitación Laboral,2021,77
540045300,"INST. ADULTOS ""PADRE ISIDRO GERBER""",Adultos - Primaria ,2021,17
540045400,ESC. Nº 322,Común - Primaria de 7 años ,2021,132
540045500,ESC. Nº 739,Común - Primaria de 7 años ,2021,20
540045600,ESC. Nº 691,Común - Primaria de 7 años ,2021,17
540045700,ESC. Nº 145,Común - Primaria de 7 años ,2021,32
540045800,ESC. Nº 91,Común - Primaria de 7 años ,2021,60
540045900,"ESC. Nº 69: ""MIGUEL SATURNINO MARINI""",Común - Primaria de 7 años ,2021,99
540045901,"Aula Sat. Nº 01: ""ESC. Nº 69"" (Ex ""ESC. Nº 201"")",Común - Primaria de 7 años ,2021,20
540046000,"BACH. PEDAG. Nº 01: ""DR. FERNANDO OLEAGA""",Común - Secundaria Completa req. 7 años ,2021,280
540046100,ESC. Nº 242,Común - Primaria de 7 años ,2021,30
540046200,"ESC. Nº 252: ""ALFREDO GREGORIO""",Común - Primaria de 7 años ,2021,12
540046300,ESC. Nº 261,Común - Jardín de infantes ,2021,13
540046300,ESC. Nº 261,Común - Primaria de 7 años ,2021,63
540046400,"ESC. Nº 525: ""JUAN E. PESTALOZZI""",Común - Primaria de 7 años ,2021,51
540046500,"ESC. Nº 16: ""JULIO ARGENTINO ROCA""",Común - Jardín de infantes ,2021,88
540046500,"ESC. Nº 16: ""JULIO ARGENTINO ROCA""",Común - Primaria de 7 años ,2021,324
540046600,INST. PROYECCION 2000,Adultos - Secundaria Completa,2021,40
540046600,INST. PROYECCION 2000,Común - Jardín de infantes ,2021,39
540046600,INST. PROYECCION 2000,Común - Primaria de 7 años ,2021,137
540046600,INST. PROYECCION 2000,Común - Secundaria Completa req. 7 años ,2021,126
540046700,"ESC. Nº 217: ""ALFREDO LUIS BELTRAME""",Común - Primaria de 7 años ,2021,67
540046900,"ESC. Nº 204: ""DR.CLAUDIO ARRECHEA""",Común - Primaria de 7 años ,2021,4
540046902,"Aula Sat. Nº 02: ""ESC. Nº 204""",Común - Primaria de 7 años ,2021,6
540046903,"Aula Sat. Nº 03: ""ESC. Nº 204""",Común - Primaria de 7 años ,2021,19
540047100,"ESC. Nº 769: ""MISION JESUITICA""",Común - Primaria de 7 años ,2021,32
540047200,"ESC. Nº 303: ""ADOLFO GONZALEZ CHAVES""",Común - Primaria de 7 años ,2021,11
540047400,"ESC. Nº 34: ""EMILIO NOGUERA""",Común - Primaria de 7 años ,2021,120
540047500,"ESC. Nº 622: ""RAUL S.NOSIGLIA"" (F.J.C)",Común - Primaria de 7 años ,2021,235
540047600,"ESC. Nº 63: ""PUERTO AZARA""",Común - Primaria de 7 años ,2021,37
540047700,"ESC. Nº 24: ""DR. BENJAMIN ZORRILLA""",Común - Primaria de 7 años ,2021,421
540047800,"ESC. Nº 540: ""MIGUEL DE C. SAAVEDRA""",Común - Jardín de infantes ,2021,3
540047800,"ESC. Nº 540: ""MIGUEL DE C. SAAVEDRA""",Común - Primaria de 7 años ,2021,11
540047900,ESC. Nº 86,Común - Primaria de 7 años ,2021,215
540047901,"Aula Sat. Nº 01: ""ESC. Nº 86""(Ex ESC. Nº 855)",Común - Primaria de 7 años ,2021,2
540047902,"Aula Sat. Nº 02: ""ESC. Nº 86""",Común - Primaria de 7 años ,2021,8
540048000,ESC. Nº 70 ,Común - Primaria de 7 años ,2021,30
540048200,ESC. ADULTOS Nº 06,Adultos-Formación Profesional/Capacitación Laboral,2021,93
540048200,ESC. ADULTOS Nº 06,Adultos - Primaria ,2021,27
540048400,ESC. Nº 710,Común - Jardín de infantes ,2021,6
540048400,ESC. Nº 710,Común - Primaria de 7 años ,2021,49
540048401,"Aula Sat. Nº 01: ""ESC. Nº 710""",Común - Jardín de infantes ,2021,2
540048401,"Aula Sat. Nº 01: ""ESC. Nº 710""",Común - Primaria de 7 años ,2021,6
540048500,ESC. Nº 749,Común - Primaria de 7 años ,2021,21
540048501,"Aula Sat. Nº 01: ""ESC. Nº 749""",Común - Primaria de 7 años ,2021,7
540048600,ESC. Nº 672,Común - Primaria de 7 años ,2021,17
540048700,"ESC. Nº 591: ""MAR DEL PLATA""",Común - Primaria de 7 años ,2021,109
540048800,ESC. Nº 777,Común - Primaria de 7 años ,2021,18
540048900,ESC. Nº 776,Común - Primaria de 7 años ,2021,41
540049000,"ESC. Nº 581: ""PROV. DE MISIONES""",Común - Primaria de 7 años ,2021,98
540049100,ESC. Nº 775,Común - Primaria de 7 años ,2021,22
540049200,"ESC. Nº 367: ""TENIENTE BENJAMIN MATIENZO""",Común - Primaria de 7 años ,2021,4
540049201,"Aula Sat. Nº 01: ""ESC. Nº 367"" (Ex Aula Sat. Nº 02: ""ESC. Nº 287"")",Común - Primaria de 7 años ,2021,32
540049300,"ESC. Nº 102: ""INGENIERO  FLORENCIO DE BASALDUA""",Común - Primaria de 7 años ,2021,55
540049400,"ESC. Nº 463: ""ING. AGRO. FRANCISCO DEVOTO""",Común - Primaria de 7 años ,2021,44
540049401,"Aula Sat. Nº 01: ""ESC. Nº 463"" ",Común - Primaria de 7 años ,2021,34
540049500,ESC. Nº 325,Común - Primaria de 7 años ,2021,32
540049600,"BACH. COMUN Nº 01 ""DE LA SOBERANIA""",Común - Secundaria Completa req. 7 años ,2021,217
540049700,ESC. Nº 612 (F.J.C.),Común - Primaria de 7 años ,2021,473
540049800,"ESC. Nº 20: ""FRANCISCO NARCISO LAPRIDA""",Común - Primaria de 7 años ,2021,461
540049900,INST. ADVENTISTA BELLO HORIZONTE,Común - Jardín de infantes ,2021,20
540049900,INST. ADVENTISTA BELLO HORIZONTE,Común - Primaria de 7 años ,2021,74
540050200,"ESC. Nº 447: ""ANTONIO RUIZ DE MONTOYA""",Común - Primaria de 7 años ,2021,12
540050300,ESC. Nº 647,Común - Jardín de infantes ,2021,1
540050300,ESC. Nº 647,Común - Primaria de 7 años ,2021,16
540050301,"Aula Sat. Nº 01: ""ESC. Nº 647""",Común - Jardín de infantes ,2021,2
540050301,"Aula Sat. Nº 01: ""ESC. Nº 647""",Común - Primaria de 7 años ,2021,15
540050400,"ESC. ADULTOS Nº 21: ""ADA AMERICA BERAZALUCE""",Adultos-Formación Profesional/Capacitación Laboral,2021,198
540050400,"ESC. ADULTOS Nº 21: ""ADA AMERICA BERAZALUCE""",Adultos - Primaria ,2021,100
540050500,ESC. Nº 191,Común - Primaria de 7 años ,2021,98
540050600,"ESC. Nº 237: ""CAPITAN DE NAVIO SANTIAGO ALBARRACIN""",Común - Primaria de 7 años ,2021,419
540050700,INST. SUP. DEL PROF. DE ARTE,Común - SNU ,2021,146
540050800,ESC. ESPECIAL CARCELARIA Nº 22 (UP2),Adultos - Alfabetización ,2021,11
540050800,ESC. ESPECIAL CARCELARIA Nº 22 (UP2),Adultos - Primaria ,2021,51
540050900,INST. PRIV. DE ESTUDIOS TERCIARIOS (I.P.E.T.),Común - Secundaria Completa req. 7 años ,2021,82
540050900,INST. PRIV. DE ESTUDIOS TERCIARIOS (I.P.E.T.),Común - SNU ,2021,264
540050901,"Aula Sat. Nº 01: ""I.P.E.T.""",Común - SNU ,2021,96
540051000,"ESC. Nº 30: ""AUXILIAR CARLOS A. LAFUENTE""",Común - Jardín de infantes ,2021,10
540051000,"ESC. Nº 30: ""AUXILIAR CARLOS A. LAFUENTE""",Común - Primaria de 7 años ,2021,54
540051100,"ESC. Nº 590: ""ESCUADRON 8 ALTO URUGUAY""",Común - Jardín de infantes ,2021,1
540051100,"ESC. Nº 590: ""ESCUADRON 8 ALTO URUGUAY""",Común - Primaria de 7 años ,2021,3
540051200,ESC. Nº 119,Común - Jardín de infantes ,2021,13
540051200,ESC. Nº 119,Común - Primaria de 7 años ,2021,44
540051300,ESC. Nº 328,Común - Primaria de 7 años ,2021,92
540051301,"Aula Sat. Nº 01: ""ESC. Nº 328""",Común - Primaria de 7 años ,2021,4
540051400,ESC. Nº 340,Común - Primaria de 7 años ,2021,32
540051500,ESC. Nº 606 (F.J.C.),Común - Jardín de infantes ,2021,14
540051500,ESC. Nº 606 (F.J.C.),Común - Primaria de 7 años ,2021,50
540051600,"ESC. Nº 602: ""SOBERANÍA NACIONAL"" (F.J.C.)",Común - Jardín de infantes ,2021,10
540051600,"ESC. Nº 602: ""SOBERANÍA NACIONAL"" (F.J.C.)",Común - Primaria de 7 años ,2021,40
540051700,"ESC. Nº 490: ""VICTOR MERCANTE""",Común - Jardín de infantes ,2021,3
540051700,"ESC. Nº 490: ""VICTOR MERCANTE""",Común - Primaria de 7 años ,2021,21
540051701,"Aula Sat. Nº 01: ""ESC. Nº 490"" (Ex Esc. Nº 26 -Ex Esc. Nº 82-)",Común - Primaria de 7 años ,2021,5
540051800,"ESC. Nº 26: ""CENTENARIO DE JULIO""",Común - Primaria de 7 años ,2021,313
540051900,ESC. ADULTOS Nº 17,Adultos-Formación Profesional/Capacitación Laboral,2021,83
540051900,ESC. ADULTOS Nº 17,Adultos - Primaria ,2021,45
540052000,ESC. Nº 199,Común - Jardín de infantes ,2021,7
540052000,ESC. Nº 199,Común - Primaria de 7 años ,2021,25
540052100,"ESC. Nº 27: ""BERNARDINO RIVADAVIA""",Común - Primaria de 7 años ,2021,313
540052200,"ESC. Nº 84: ""AURORA SOLIS DE  BARNATAN""",Común - Primaria de 7 años ,2021,268
540052300,ESC. Nº 788,Común - Primaria de 7 años ,2021,152
540052400,"INST. ""VIRGEN DE ITATI""",Adultos-Formación Profesional/Capacitación Laboral,2021,180
540052400,"INST. ""VIRGEN DE ITATI""",Común - Jardín de infantes ,2021,86
540052400,"INST. ""VIRGEN DE ITATI""",Común - Primaria de 7 años ,2021,389
540052400,"INST. ""VIRGEN DE ITATI""",Común - Secundaria Completa req. 7 años ,2021,420
540052500,ESC. Nº 527,Común - Primaria de 7 años ,2021,334
540052600,"ESC. Nº 528: ""RAMON GARCIA""",Común - Primaria de 7 años ,2021,251
540052700,"ESC. Nº 504: ""PRIMERA JUNTA""",Común - Primaria de 7 años ,2021,475
540052800,"ESC. Nº 254: ""RAUL ERNESTO PORTA""",Común - Primaria de 7 años ,2021,623
540052900,"ESC. Nº 156: ""EL GUATAMBU""",Común - Primaria de 7 años ,2021,74
540053000,INST. ABORIGEN HOGAR PERUTI,Común - Jardín de infantes ,2021,60
540053000,INST. ABORIGEN HOGAR PERUTI,Común - Primaria de 7 años ,2021,197
540053100,B.O.P. Nº 29,Común - Secundaria Completa req. 7 años ,2021,114
540053300,"ESC. Nº 467: ""SEIFERT MORAS""",Común - Jardín de infantes ,2021,44
540053300,"ESC. Nº 467: ""SEIFERT MORAS""",Común - Primaria de 7 años ,2021,143
540053500,ESC. ADULTOS Nº 31,Adultos-Formación Profesional/Capacitación Laboral,2021,181
540053500,ESC. ADULTOS Nº 31,Adultos - Primaria ,2021,37
540053600,"B.O.P. Nº 08:  ""TRINCHERAS DE SAN JOSÉ""",Adultos-Formación Profesional/Capacitación Laboral,2021,23
540053600,"B.O.P. Nº 08:  ""TRINCHERAS DE SAN JOSÉ""",Adultos - Secundaria Completa,2021,190
540053600,"B.O.P. Nº 08:  ""TRINCHERAS DE SAN JOSÉ""",Común - Secundaria Completa req. 7 años ,2021,358
540053700,"ESC. Nº 42: ""REPUBLICA DEL PARAGUAY""",Común - Primaria de 7 años ,2021,414
540053800,"ESC. Nº 721: ""JUAN M. IRRAZABAL""",Común - Primaria de 7 años ,2021,402
540053900,"ESC. Nº 298: ""SALVADOR SIMSOLO""",Común - Primaria de 7 años ,2021,223
540054000,"INST. SUPERIOR ""VERBO DIVINO""",Adultos-Formación Profesional/Capacitación Laboral,2021,228
540054000,"INST. SUPERIOR ""VERBO DIVINO""",Común - Secundaria Completa req. 7 años ,2021,435
540054000,"INST. SUPERIOR ""VERBO DIVINO""",Común - SNU ,2021,68
540054100,"INST. PARA JÓVENES Y ADULTOS: ""Padre Juan Markievicz""",Adultos-Formación Profesional/Capacitación Laboral,2021,187
540054300,"INST. ""SAN MIGUEL""",Común - Jardín de infantes ,2021,120
540054300,"INST. ""SAN MIGUEL""",Común - Primaria de 7 años ,2021,593
540054300,"INST. ""SAN MIGUEL""",Común - Secundaria Completa req. 7 años ,2021,418
540054400,"ESC. Nº 266: ""EL LAUREL""",Común - Primaria de 7 años ,2021,267
540054500,"ESC. Nº 730: ""TAMBOR DE TACUARI""",Común - Primaria de 7 años ,2021,403
540054600,"INST.""SANTA MARÍA DE LAS MISIONES.""",Común - Jardín de infantes ,2021,137
540054600,"INST.""SANTA MARÍA DE LAS MISIONES.""",Común - Primaria de 7 años ,2021,471
540054700,"INST. ""INMACULADO CORAZON DE MARIA""",Común - Jardín de infantes ,2021,98
540054700,"INST. ""INMACULADO CORAZON DE MARIA""",Común - Primaria de 7 años ,2021,286
540054800,"ESC. Nº 168: ""2 DE ABRIL""",Común - Jardín de infantes ,2021,28
540054800,"ESC. Nº 168: ""2 DE ABRIL""",Común - Primaria de 7 años ,2021,125
540054900,"ESC. NORMAL SUP. Nº 01: ""DOMINGO F.SARMIENTO""",Común - Jardín de infantes ,2021,63
540054900,"ESC. NORMAL SUP. Nº 01: ""DOMINGO F.SARMIENTO""",Común - Primaria de 7 años ,2021,260
540054900,"ESC. NORMAL SUP. Nº 01: ""DOMINGO F.SARMIENTO""",Común - Secundaria Completa req. 7 años ,2021,459
540054900,"ESC. NORMAL SUP. Nº 01: ""DOMINGO F.SARMIENTO""",Común - SNU ,2021,457
540055000,INST. SANTIAGO CANCLINI,Común - Jardín de infantes ,2021,117
540055000,INST. SANTIAGO CANCLINI,Común - Primaria de 7 años ,2021,249
540055000,INST. SANTIAGO CANCLINI,Común - Secundaria Completa req. 7 años ,2021,112
540055100,"E.F.A. ""SANTA TERESITA""",Adultos-Formación Profesional/Capacitación Laboral,2021,173
540055100,"E.F.A. ""SANTA TERESITA""",Común - Secundaria Completa req. 7 años ,2021,188
540055100,"E.F.A. ""SANTA TERESITA""",Común - SNU ,2021,25
540055200,E.P.E.T. Nº 09,Común - Secundaria Completa req. 7 años ,2021,301
540055300,"ESC. Nº 428: ""PROV. DE STA. FE""",Común - Primaria de 7 años ,2021,367
540055700,ESC. Nº 611 (F.J.C.),Común - Primaria de 7 años ,2021,252
540055800,"B.O.P. Nº 22: ""Andrés Guacurarí""",Adultos - Secundaria Completa,2021,127
540055800,"B.O.P. Nº 22: ""Andrés Guacurarí""",Común - Secundaria Completa req. 7 años ,2021,389
540055900,"ESC. Nº 682 ""TUPICUÁ""",Común - Jardín de infantes ,2021,21
540055900,"ESC. Nº 682 ""TUPICUÁ""",Común - Primaria de 7 años ,2021,118
540056000,"ESC. Nº 470: ""CARLOS BOSSETTI""",Común - Jardín de infantes ,2021,42
540056000,"ESC. Nº 470: ""CARLOS BOSSETTI""",Común - Primaria de 7 años ,2021,217
540056001,"Aula Sat. Nº 01: ""ESC. Nº 470""",Común - Primaria de 7 años ,2021,60
540056100,"ESC. Nº 416: ""DR. MOISES SANTIAGO BERTONI""",Común - Jardín de infantes ,2021,62
540056100,"ESC. Nº 416: ""DR. MOISES SANTIAGO BERTONI""",Común - Primaria de 7 años ,2021,319
540056200,ESC. ADULTOS Nº 35,Adultos-Formación Profesional/Capacitación Laboral,2021,27
540056200,ESC. ADULTOS Nº 35,Adultos - Primaria ,2021,15
540056300,"ESC. DE COMERCIO Nº 03: ""J.J.LANUSSE""",Adultos - Secundaria Completa,2021,75
540056300,"ESC. DE COMERCIO Nº 03: ""J.J.LANUSSE""",Común - Secundaria Completa req. 7 años ,2021,527
540056300,"ESC. DE COMERCIO Nº 03: ""J.J.LANUSSE""",Común - SNU ,2021,120
540056500,ESC. ADULTOS Nº 32,Adultos-Formación Profesional/Capacitación Laboral,2021,95
540056500,ESC. ADULTOS Nº 32,Adultos - Primaria ,2021,46
540056501,"Aula Sat. Nº 01: ""ESC. ADULTOS Nº 32""",Adultos-Formación Profesional/Capacitación Laboral,2021,16
540056502,"Aula Sat. Nº 02: ""ESC. ADULTOS Nº 32""",Adultos - Primaria ,2021,35
540056600,ESC. Nº 658,Común - Primaria de 7 años ,2021,343
540056700,"INST.""LA INMACULADA""",Adultos-Formación Profesional/Capacitación Laboral,2021,12
540056700,"INST.""LA INMACULADA""",Común - Jardín de infantes ,2021,127
540056700,"INST.""LA INMACULADA""",Común - Primaria de 7 años ,2021,353
540056700,"INST.""LA INMACULADA""",Común - Secundaria Completa req. 7 años ,2021,156
540056700,"INST.""LA INMACULADA""",Común - SNU ,2021,72
540056800,"INST. SUP. ""CRISTO REY""",Adultos-Formación Profesional/Capacitación Laboral,2021,30
540056800,"INST. SUP. ""CRISTO REY""",Común - Jardín de infantes ,2021,205
540056800,"INST. SUP. ""CRISTO REY""",Común - Primaria de 7 años ,2021,489
540056800,"INST. SUP. ""CRISTO REY""",Común - Secundaria Completa req. 7 años ,2021,284
540056800,"INST. SUP. ""CRISTO REY""",Común - SNU ,2021,56
540056900,"ESC. Nº 21: ""ANDRESITO""",Común - Primaria de 7 años ,2021,281
540057000,"E.P.E.T. Nº 05: ""FRAY LUIS BELTRAN""",Común - Secundaria Completa req. 7 años ,2021,536
540057000,"E.P.E.T. Nº 05: ""FRAY LUIS BELTRAN""",Común - SNU ,2021,72
540057200,"INST. ""SANTA BARBARA""",Común - Jardín de infantes ,2021,95
540057200,"INST. ""SANTA BARBARA""",Común - Primaria de 7 años ,2021,424
540057200,"INST. ""SANTA BARBARA""",Común - Secundaria Completa req. 7 años ,2021,213
540057300,"ESC. ADULTOS Nº 05: ""Primeros Colonos""",Adultos-Formación Profesional/Capacitación Laboral,2021,195
540057300,"ESC. ADULTOS Nº 05: ""Primeros Colonos""",Adultos - Primaria ,2021,89
540057302,"Aula Sat. Nº 02: ""ESC. ADULTOS Nº 05""",Adultos - Primaria ,2021,32
540057303,"Aula Sat. Nº 03: ""ESC. ADULTOS Nº 05""",Adultos - Primaria ,2021,18
540057400,"ESC. Nº 561: ""GABRIELA MISTRAL""",Común - Jardín de infantes ,2021,12
540057400,"ESC. Nº 561: ""GABRIELA MISTRAL""",Común - Primaria de 7 años ,2021,49
540057500,"ESC. Nº 170: ""JULIO CESAR SANCHEZ RATTI""",Común - Jardín de infantes ,2021,20
540057500,"ESC. Nº 170: ""JULIO CESAR SANCHEZ RATTI""",Común - Primaria de 7 años ,2021,87
540057501,"Aula Sat. Nº 01: ""ESC. Nº 170""",Común - Primaria de 7 años ,2021,18
540057600,ESC. Nº 740,Común - Jardín de infantes ,2021,93
540057600,ESC. Nº 740,Común - Primaria de 7 años ,2021,378
540057700,"ESC. Nº 564: ""CANAL DE BEAGLE""",Común - Jardín de infantes ,2021,30
540057700,"ESC. Nº 564: ""CANAL DE BEAGLE""",Común - Primaria de 7 años ,2021,125
540057800,"E.F.A. ""ESPIRITU SANTO""",Común - Secundaria Completa req. 7 años ,2021,179
540057900,"ESC. Nº 379: ""FACUNDO QUIROGA""",Común - Jardín de infantes ,2021,20
540057900,"ESC. Nº 379: ""FACUNDO QUIROGA""",Común - Primaria de 7 años ,2021,84
540057901,"Aula Sat. Nº 01: ""ESC. Nº 379""",Común - Primaria de 7 años ,2021,19
540058000,"ESC. Nº 411: ""PROV. DE CORDOBA""",Común - Jardín de infantes ,2021,32
540058000,"ESC. Nº 411: ""PROV. DE CORDOBA""",Común - Primaria de 7 años ,2021,178
540058100,"ESC. Nº 556: ""LEOPOLDO LUGONES""",Común - Jardín de infantes ,2021,78
540058100,"ESC. Nº 556: ""LEOPOLDO LUGONES""",Común - Primaria de 7 años ,2021,319
540058200,"ESC. Nº 352: ""DON CEFERINO""",Común - Jardín de infantes ,2021,13
540058200,"ESC. Nº 352: ""DON CEFERINO""",Común - Primaria de 7 años ,2021,58
540058300,"ESC. Nº 09: ""HUMBERTO T. PEREZ""",Común - Jardín de infantes ,2021,6
540058300,"ESC. Nº 09: ""HUMBERTO T. PEREZ""",Común - Primaria de 7 años ,2021,22
540058400,"ESC. Nº 706: ""SOL DE RIO VICTORIA""",Común - Jardín de infantes ,2021,10
540058400,"ESC. Nº 706: ""SOL DE RIO VICTORIA""",Común - Primaria de 7 años ,2021,43
540058500,"ESC. Nº 56: ""PUERTO ARGENTINO""",Común - Jardín de infantes ,2021,24
540058500,"ESC. Nº 56: ""PUERTO ARGENTINO""",Común - Primaria de 7 años ,2021,72
540058501,"Aula Sat. Nº 01: ""ESC. Nº 56""",Común - Primaria de 7 años ,2021,22
540058600,ESC. Nº 535,Común - Jardín de infantes ,2021,23
540058600,ESC. Nº 535,Común - Primaria de 7 años ,2021,93
540058700,B.O.P. Nº 32,Común - Secundaria Completa req. 7 años ,2021,243
540058800,"ESC. Nº 346: ""SAN ISIDRO LABRADOR""",Común - Primaria de 7 años ,2021,215
540058900,"ESC. Nº 122: ""COMB. DE SAN LORENZO""",Común - Primaria de 7 años ,2021,463
540059000,"ESC. Nº 627 ""JUAN GALO LAVALLE""",Común - Jardín de infantes ,2021,43
540059000,"ESC. Nº 627 ""JUAN GALO LAVALLE""",Común - Primaria de 7 años ,2021,279
540059100,B.O.P. Nº 21,Adultos - Secundaria Completa,2021,303
540059100,B.O.P. Nº 21,Común - Secundaria Completa req. 7 años ,2021,824
540059200,"ESC. Nº 57: ""CMTE. ANDRESITO GUACURARI""",Común - Primaria de 7 años ,2021,896
540059300,"INST. ""DON BOSCO""",Común - Jardín de infantes ,2021,87
540059300,"INST. ""DON BOSCO""",Común - Primaria de 7 años ,2021,270
540059400,"ESC. Nº 665: ""BATALLA DE TUCUMAN""",Común - Primaria de 7 años ,2021,561
540059500,B.O.P. Nº 17,Adultos - Secundaria Completa,2021,145
540059500,B.O.P. Nº 17,Común - Secundaria Completa req. 7 años ,2021,278
